,Regiao - Sigla,Estado - Sigla,Municipio,Revenda,CNPJ da Revenda,Nome da Rua,Numero Rua,Complemento,Bairro,Cep,Produto,Data da Coleta,Valor de Venda,Valor de Compra,Unidade de Medida,Bandeira
443440,NE,CE,FORTALEZA,P 13 COMERCIO DE DERIVADOS DE PETROLEO LTDA, 05.331.201/0001-95,"RUA.OSCAR ARARIPE,390",S/N,,BOM JARDIM,60540-440,ETANOL,17/06/2024,"4,69",,R$ / litro,ALE
443441,NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA, 01.564.759/0001-60,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,GNV,17/06/2024,"4,89",,R$ / m³,IPIRANGA
443442,NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA, 01.564.759/0001-60,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,GASOLINA,17/06/2024,"5,69",,R$ / litro,IPIRANGA
443443,NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA, 01.564.759/0001-60,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,GASOLINA ADITIVADA,17/06/2024,"5,79",,R$ / litro,IPIRANGA
443444,NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA, 01.564.759/0001-60,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,DIESEL S10,17/06/2024,"5,99",,R$ / litro,IPIRANGA
443445,NE,CE,FORTALEZA,H M A COMERCIAL DE COMBUSTIVEIS LTDA, 01.564.759/0001-60,RUA PROF GOMES BRASIL,475,,PARANGABA,60720-150,ETANOL,17/06/2024,"4,59",,R$ / litro,IPIRANGA
443446,NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 05.352.158/0002-25,AVENIDA VALDIR DIOGO,700,,PARQUE SANTO ANTONIO,60191-070,GASOLINA,17/06/2024,"5,59",,R$ / litro,BRANCA
443447,NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 05.352.158/0002-25,AVENIDA VALDIR DIOGO,700,,PARQUE SANTO ANTONIO,60191-070,GASOLINA ADITIVADA,17/06/2024,"5,64",,R$ / litro,BRANCA
443448,NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 05.352.158/0002-25,AVENIDA VALDIR DIOGO,700,,PARQUE SANTO ANTONIO,60191-070,DIESEL S10,17/06/2024,"5,55",,R$ / litro,BRANCA
443449,NE,CE,FORTALEZA,JP COMERCIO DE COMBUSTIVEIS E LUBRIFICANTES LTDA, 05.352.158/0002-25,AVENIDA VALDIR DIOGO,700,,PARQUE SANTO ANTONIO,60191-070,ETANOL,17/06/2024,"4,29",,R$ / litro,BRANCA
443450,NE,CE,FORTALEZA,M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA, 04.934.167/0001-80,AV.GODOFREDO MACIEL,6380,,MONDUBIM,60762-120,GASOLINA,17/06/2024,"5,57",,R$ / litro,SP
443451,NE,CE,FORTALEZA,M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA, 04.934.167/0001-80,AV.GODOFREDO MACIEL,6380,,MONDUBIM,60762-120,GASOLINA ADITIVADA,17/06/2024,"5,67",,R$ / litro,SP
443452,NE,CE,FORTALEZA,M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA, 04.934.167/0001-80,AV.GODOFREDO MACIEL,6380,,MONDUBIM,60762-120,DIESEL S10,17/06/2024,"5,99",,R$ / litro,SP
443453,NE,CE,FORTALEZA,M. MADALENA DISTRIBUIDORA DE COMBUSTIVEL LTDA, 04.934.167/0001-80,AV.GODOFREDO MACIEL,6380,,MONDUBIM,60762-120,ETANOL,17/06/2024,"4,77",,R$ / litro,SP
443454,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,GASOLINA,17/06/2024,"5,58",,R$ / litro,VIBRA
443455,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,GASOLINA ADITIVADA,17/06/2024,"5,68",,R$ / litro,VIBRA
443456,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,DIESEL S10,17/06/2024,"5,68",,R$ / litro,VIBRA
443457,NE,CE,FORTALEZA,POSTO NOSSA SENHORA DA PENHA LTDA, 04.320.821/0001-66,AVENIDA GAL OSORIO DE PAIVA,1851,,VIL PERY,60720-001,ETANOL,17/06/2024,"4,55",,R$ / litro,VIBRA
443458,NE,CE,FORTALEZA,COMERCIAL F. SANTOS DERIVADOS DE PETROLEO LTDA, 03.604.754/0001-49,RUA 15 DE NOVEMBRO,605,,MONTESE,60421-035,GASOLINA,17/06/2024,"5,77",,R$ / litro,BRANCA
443459,NE,CE,FORTALEZA,COMERCIAL F. SANTOS DERIVADOS DE PETROLEO LTDA, 03.604.754/0001-49,RUA 15 DE NOVEMBRO,605,,MONTESE,60421-035,GASOLINA ADITIVADA,17/06/2024,"5,99",,R$ / litro,BRANCA
443460,NE,CE,FORTALEZA,COMERCIAL F. SANTOS DERIVADOS DE PETROLEO LTDA, 03.604.754/0001-49,RUA 15 DE NOVEMBRO,605,,MONTESE,60421-035,DIESEL S10,17/06/2024,"6,29",,R$ / litro,BRANCA
443461,NE,CE,FORTALEZA,COMERCIAL F. SANTOS DERIVADOS DE PETROLEO LTDA, 03.604.754/0001-49,RUA 15 DE NOVEMBRO,605,,MONTESE,60421-035,ETANOL,17/06/2024,"4,49",,R$ / litro,BRANCA
443462,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,GNV,17/06/2024,"4,89",,R$ / m³,VIBRA
443463,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,GASOLINA,17/06/2024,"5,49",,R$ / litro,VIBRA
443464,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,GASOLINA ADITIVADA,17/06/2024,"5,59",,R$ / litro,VIBRA
443465,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0001-15,AVENIDA DEDÉ BRASIL,1150,,ITAPERI,60410-411,ETANOL,17/06/2024,"4,59",,R$ / litro,VIBRA
443466,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0003-87,AVENIDA DOS EXPEDICIONÁRIOS,9977,,ITAPERI,60410-411,GASOLINA,17/06/2024,"5,77",,R$ / litro,VIBRA
443467,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0003-87,AVENIDA DOS EXPEDICIONÁRIOS,9977,,ITAPERI,60410-411,GASOLINA ADITIVADA,17/06/2024,"5,87",,R$ / litro,VIBRA
443468,NE,CE,FORTALEZA,VM FERNANDES COMERCIO DE COMBUSTIVEIS LTDA, 02.756.334/0003-87,AVENIDA DOS EXPEDICIONÁRIOS,9977,,ITAPERI,60410-411,ETANOL,17/06/2024,"4,99",,R$ / litro,VIBRA
443469,NE,CE,FORTALEZA,M.A. COMERCIAL DE PETROLEO LTDA, 02.105.074/0001-18,AVENIDA EXPEDICIONARIOS,240,,MONTESE,60411-136,GASOLINA,17/06/2024,"5,99",,R$ / litro,VIBRA
443470,NE,CE,FORTALEZA,M.A. COMERCIAL DE PETROLEO LTDA, 02.105.074/0001-18,AVENIDA EXPEDICIONARIOS,240,,MONTESE,60411-136,ETANOL,17/06/2024,"4,49",,R$ / litro,VIBRA
443471,NE,CE,FORTALEZA,AUTO ABASTECIMENTO SANTO ANTONIO LTDA, 01.781.154/0001-20,AVENIDA GODOFREDO MACIEL,585,,PARANGABA,60710-001,GASOLINA,17/06/2024,"5,49",,R$ / litro,VIBRA
443472,NE,CE,FORTALEZA,AUTO ABASTECIMENTO SANTO ANTONIO LTDA, 01.781.154/0001-20,AVENIDA GODOFREDO MACIEL,585,,PARANGABA,60710-001,GASOLINA ADITIVADA,17/06/2024,"5,69",,R$ / litro,VIBRA
443473,NE,CE,FORTALEZA,AUTO ABASTECIMENTO SANTO ANTONIO LTDA, 01.781.154/0001-20,AVENIDA GODOFREDO MACIEL,585,,PARANGABA,60710-001,ETANOL,17/06/2024,"4,39",,R$ / litro,VIBRA
444693,NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA., 07.356.644/0001-66,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,GASOLINA,17/06/2024,"6,15",,R$ / litro,BRANCA
444694,NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA., 07.356.644/0001-66,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,GASOLINA ADITIVADA,17/06/2024,"6,15",,R$ / litro,BRANCA
444695,NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA., 07.356.644/0001-66,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,DIESEL,17/06/2024,"6,29",,R$ / litro,BRANCA
444696,NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA., 07.356.644/0001-66,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,DIESEL S10,17/06/2024,"6,29",,R$ / litro,BRANCA
444697,NE,CE,LIMOEIRO DO NORTE,COMERCIAL DE PETROLEO SAO MATHEUS LTDA., 07.356.644/0001-66,AVENIDA DOM AURELIANO MATOS,1472,,CENTRO,62930-000,ETANOL,17/06/2024,"4,99",,R$ / litro,BRANCA
444772,NE,CE,ITAPIPOCA,SAO PEDRO COMERCIAL DE PETROLEO LTDA, 09.385.604/0001-78,MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085,S/N,,CRUXATI,62525-000,GASOLINA,17/06/2024,"6,12",,R$ / litro,ALE
444773,NE,CE,ITAPIPOCA,SAO PEDRO COMERCIAL DE PETROLEO LTDA, 09.385.604/0001-78,MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085,S/N,,CRUXATI,62525-000,GASOLINA ADITIVADA,17/06/2024,"6,13",,R$ / litro,ALE
444774,NE,CE,ITAPIPOCA,SAO PEDRO COMERCIAL DE PETROLEO LTDA, 09.385.604/0001-78,MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085,S/N,,CRUXATI,62525-000,DIESEL S10,17/06/2024,"6,44",,R$ / litro,ALE
444775,NE,CE,ITAPIPOCA,SAO PEDRO COMERCIAL DE PETROLEO LTDA, 09.385.604/0001-78,MARGEM DIREITA DA CE085 A 15 KM DA ROTAT.: CE168/CE085,S/N,,CRUXATI,62525-000,ETANOL,17/06/2024,"4,94",,R$ / litro,ALE
445462,NE,CE,JUAZEIRO DO NORTE,POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA, 14.284.952/0001-99,RUA PAULO MAIA,446,,TRIANGULO,63041-260,GASOLINA,17/06/2024,"5,99",,R$ / litro,BRANCA
445463,NE,CE,JUAZEIRO DO NORTE,POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA, 14.284.952/0001-99,RUA PAULO MAIA,446,,TRIANGULO,63041-260,GASOLINA ADITIVADA,17/06/2024,"6,03",,R$ / litro,BRANCA
445464,NE,CE,JUAZEIRO DO NORTE,POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA, 14.284.952/0001-99,RUA PAULO MAIA,446,,TRIANGULO,63041-260,DIESEL S10,17/06/2024,"5,99",,R$ / litro,BRANCA
445465,NE,CE,JUAZEIRO DO NORTE,POSTO DE COMBUSTIVEIS E DERIVADOS DE PETROLEO HB LTDA, 14.284.952/0001-99,RUA PAULO MAIA,446,,TRIANGULO,63041-260,ETANOL,17/06/2024,"4,95",,R$ / litro,BRANCA
445503,NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA, 10.404.912/0004-25,RUA DOS EXPEDICIONARIOS,3714,,BOA FE,62930-000,GASOLINA,17/06/2024,"6,14",,R$ / litro,BRANCA
445504,NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA, 10.404.912/0004-25,RUA DOS EXPEDICIONARIOS,3714,,BOA FE,62930-000,GASOLINA ADITIVADA,17/06/2024,"6,14",,R$ / litro,BRANCA
445505,NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA, 10.404.912/0004-25,RUA DOS EXPEDICIONARIOS,3714,,BOA FE,62930-000,DIESEL S10,17/06/2024,"6,18",,R$ / litro,BRANCA
445506,NE,CE,LIMOEIRO DO NORTE,SAO MATHEUS COMERCIAL DE GAS LTDA, 10.404.912/0004-25,RUA DOS EXPEDICIONARIOS,3714,,BOA FE,62930-000,ETANOL,17/06/2024,"4,99",,R$ / litro,BRANCA
445577,NE,CE,LIMOEIRO DO NORTE,AMORA E VASCONCELOS COMERCIO DE COMBUSTIVEIS LTDA, 07.624.321/0004-59,RUA SABINO ROBERTO,3537,,CENTRO,62930-000,GASOLINA,17/06/2024,"6,13",,R$ / litro,SP
445578,NE,CE,LIMOEIRO DO NORTE,AMORA E VASCONCELOS COMERCIO DE COMBUSTIVEIS LTDA, 07.624.321/0004-59,RUA SABINO ROBERTO,3537,,CENTRO,62930-000,DIESEL S10,17/06/2024,"5,97",,R$ / litro,SP
445880,NE,CE,JUAZEIRO DO NORTE,L G COMERCIO DE PETROLEO LTDA., 17.328.446/0001-42,RUA SAO BENEDITO,1394,,FRANCISCANOS,63020-084,GASOLINA,17/06/2024,"5,99",,R$ / litro,VIBRA
445881,NE,CE,JUAZEIRO DO NORTE,L G COMERCIO DE PETROLEO LTDA., 17.328.446/0001-42,RUA SAO BENEDITO,1394,,FRANCISCANOS,63020-084,GASOLINA ADITIVADA,17/06/2024,"5,99",,R$ / litro,VIBRA
445882,NE,CE,JUAZEIRO DO NORTE,L G COMERCIO DE PETROLEO LTDA., 17.328.446/0001-42,RUA SAO BENEDITO,1394,,FRANCISCANOS,63020-084,DIESEL S10,17/06/2024,"6,04",,R$ / litro,VIBRA
445883,NE,CE,JUAZEIRO DO NORTE,L G COMERCIO DE PETROLEO LTDA., 17.328.446/0001-42,RUA SAO BENEDITO,1394,,FRANCISCANOS,63020-084,ETANOL,17/06/2024,"4,89",,R$ / litro,VIBRA
446017,NE,CE,JUAZEIRO DO NORTE,R.M. MACEDO PETROLEO LTDA, 02.942.401/0001-96,AVENIDA VIRGILIO TAVORA,2650,,AEROPORTO,63020-735,GASOLINA,17/06/2024,"5,55",,R$ / litro,VIBRA
446018,NE,CE,JUAZEIRO DO NORTE,R.M. MACEDO PETROLEO LTDA, 02.942.401/0001-96,AVENIDA VIRGILIO TAVORA,2650,,AEROPORTO,63020-735,GASOLINA ADITIVADA,17/06/2024,"5,65",,R$ / litro,VIBRA
446019,NE,CE,JUAZEIRO DO NORTE,R.M. MACEDO PETROLEO LTDA, 02.942.401/0001-96,AVENIDA VIRGILIO TAVORA,2650,,AEROPORTO,63020-735,DIESEL S10,17/06/2024,"6,06",,R$ / litro,VIBRA
446020,NE,CE,JUAZEIRO DO NORTE,R.M. MACEDO PETROLEO LTDA, 02.942.401/0001-96,AVENIDA VIRGILIO TAVORA,2650,,AEROPORTO,63020-735,ETANOL,17/06/2024,"4,99",,R$ / litro,VIBRA
446145,NE,CE,ITAPIPOCA,COMERCIAL D2 DE COMBUSTÍVEIS LTDA, 21.691.371/0001-37,AV VICENTE SIEBRA,3701,CE 168,DAS FLORES,62500-000,GASOLINA ADITIVADA,17/06/2024,"6,49",,R$ / litro,VIBRA
446146,NE,CE,ITAPIPOCA,COMERCIAL D2 DE COMBUSTÍVEIS LTDA, 21.691.371/0001-37,AV VICENTE SIEBRA,3701,CE 168,DAS FLORES,62500-000,DIESEL S10,17/06/2024,"6,58",,R$ / litro,VIBRA
446147,NE,CE,ITAPIPOCA,COMERCIAL D2 DE COMBUSTÍVEIS LTDA, 21.691.371/0001-37,AV VICENTE SIEBRA,3701,CE 168,DAS FLORES,62500-000,ETANOL,17/06/2024,"5,09",,R$ / litro,VIBRA
446178,NE,CE,LIMOEIRO DO NORTE,A & K COMERCIO DE COMBUSTIVEIS LTDA, 19.094.084/0001-06,SITIO CABECA PRETA,321,,ZONA RURAL,62930-000,DIESEL,17/06/2024,"5,75",,R$ / litro,BRANCA
446179,NE,CE,LIMOEIRO DO NORTE,A & K COMERCIO DE COMBUSTIVEIS LTDA, 19.094.084/0001-06,SITIO CABECA PRETA,321,,ZONA RURAL,62930-000,DIESEL S10,17/06/2024,"5,88",,R$ / litro,BRANCA
446351,NE,CE,JUAZEIRO DO NORTE,AUTO POSTO BARRETO LTDA, 19.279.159/0001-15,AVENIDA DO AGRICULTOR,1575,,TRES MARIAS,63015-010,GASOLINA,17/06/2024,"5,55",,R$ / litro,BRANCA
446352,NE,CE,JUAZEIRO DO NORTE,AUTO POSTO BARRETO LTDA, 19.279.159/0001-15,AVENIDA DO AGRICULTOR,1575,,TRES MARIAS,63015-010,GASOLINA ADITIVADA,17/06/2024,"6,01",,R$ / litro,BRANCA
446353,NE,CE,JUAZEIRO DO NORTE,AUTO POSTO BARRETO LTDA, 19.279.159/0001-15,AVENIDA DO AGRICULTOR,1575,,TRES MARIAS,63015-010,DIESEL,17/06/2024,"5,95",,R$ / litro,BRANCA
446354,NE,CE,JUAZEIRO DO NORTE,AUTO POSTO BARRETO LTDA, 19.279.159/0001-15,AVENIDA DO AGRICULTOR,1575,,TRES MARIAS,63015-010,DIESEL S10,17/06/2024,"5,95",,R$ / litro,BRANCA
446355,NE,CE,JUAZEIRO DO NORTE,AUTO POSTO BARRETO LTDA, 19.279.159/0001-15,AVENIDA DO AGRICULTOR,1575,,TRES MARIAS,63015-010,ETANOL,17/06/2024,"4,99",,R$ / litro,BRANCA
446428,NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA, 27.590.241/0001-94,RUA CORONEL ALEXANDRINO,1750,,BROTOLNDIA,62930-000,GASOLINA,17/06/2024,"6,15",,R$ / litro,BRANCA
446429,NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA, 27.590.241/0001-94,RUA CORONEL ALEXANDRINO,1750,,BROTOLNDIA,62930-000,GASOLINA ADITIVADA,17/06/2024,"6,15",,R$ / litro,BRANCA
446430,NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA, 27.590.241/0001-94,RUA CORONEL ALEXANDRINO,1750,,BROTOLNDIA,62930-000,DIESEL S10,17/06/2024,"5,99",,R$ / litro,BRANCA
446431,NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA, 27.590.241/0001-94,RUA CORONEL ALEXANDRINO,1750,,BROTOLNDIA,62930-000,ETANOL,17/06/2024,"4,79",,R$ / litro,BRANCA
446548,NE,CE,LIMOEIRO DO NORTE,AUTO POSTO NOVO TEMPO LTDA, 27.037.354/0001-67,RUA CLOVIS ALEXANDRINO,2006,,BROTOLANDIA,62930-000,GASOLINA,17/06/2024,"6,15",,R$ / litro,IPIRANGA
446549,NE,CE,LIMOEIRO DO NORTE,AUTO POSTO NOVO TEMPO LTDA, 27.037.354/0001-67,RUA CLOVIS ALEXANDRINO,2006,,BROTOLANDIA,62930-000,GASOLINA ADITIVADA,17/06/2024,"6,19",,R$ / litro,IPIRANGA
446550,NE,CE,LIMOEIRO DO NORTE,AUTO POSTO NOVO TEMPO LTDA, 27.037.354/0001-67,RUA CLOVIS ALEXANDRINO,2006,,BROTOLANDIA,62930-000,DIESEL S10,17/06/2024,"6,29",,R$ / litro,IPIRANGA
446551,NE,CE,LIMOEIRO DO NORTE,AUTO POSTO NOVO TEMPO LTDA, 27.037.354/0001-67,RUA CLOVIS ALEXANDRINO,2006,,BROTOLANDIA,62930-000,ETANOL,17/06/2024,"4,98",,R$ / litro,IPIRANGA
446680,NE,CE,JUAZEIRO DO NORTE,F B S COMBUSTIVEIS LTDA, 18.081.657/0001-96,AVENIDA GOVERNADOR VIRGILIO TAVORA,1939,1943,AEROPORTO,63020-735,GASOLINA,17/06/2024,"5,95",,R$ / litro,ALE
446681,NE,CE,JUAZEIRO DO NORTE,F B S COMBUSTIVEIS LTDA, 18.081.657/0001-96,AVENIDA GOVERNADOR VIRGILIO TAVORA,1939,1943,AEROPORTO,63020-735,GASOLINA ADITIVADA,17/06/2024,"6,25",,R$ / litro,ALE
446682,NE,CE,JUAZEIRO DO NORTE,F B S COMBUSTIVEIS LTDA, 18.081.657/0001-96,AVENIDA GOVERNADOR VIRGILIO TAVORA,1939,1943,AEROPORTO,63020-735,DIESEL S10,17/06/2024,"6,09",,R$ / litro,ALE
446735,NE,CE,LIMOEIRO DO NORTE,VERA LUCIA OLIVEIRA SILVA SANTIAGO EIRELI, 30.656.266/0001-58,RUA DR GASPAR DE OLIVEIRA,2585,,SANTA LUZIA,62930-000,GASOLINA,17/06/2024,"6,15",,R$ / litro,BRANCA
446736,NE,CE,LIMOEIRO DO NORTE,VERA LUCIA OLIVEIRA SILVA SANTIAGO EIRELI, 30.656.266/0001-58,RUA DR GASPAR DE OLIVEIRA,2585,,SANTA LUZIA,62930-000,GASOLINA ADITIVADA,17/06/2024,"6,15",,R$ / litro,BRANCA
446737,NE,CE,LIMOEIRO DO NORTE,VERA LUCIA OLIVEIRA SILVA SANTIAGO EIRELI, 30.656.266/0001-58,RUA DR GASPAR DE OLIVEIRA,2585,,SANTA LUZIA,62930-000,DIESEL,17/06/2024,"5,99",,R$ / litro,BRANCA
446738,NE,CE,LIMOEIRO DO NORTE,VERA LUCIA OLIVEIRA SILVA SANTIAGO EIRELI, 30.656.266/0001-58,RUA DR GASPAR DE OLIVEIRA,2585,,SANTA LUZIA,62930-000,DIESEL S10,17/06/2024,"5,99",,R$ / litro,BRANCA
446739,NE,CE,LIMOEIRO DO NORTE,VERA LUCIA OLIVEIRA SILVA SANTIAGO EIRELI, 30.656.266/0001-58,RUA DR GASPAR DE OLIVEIRA,2585,,SANTA LUZIA,62930-000,ETANOL,17/06/2024,"4,79",,R$ / litro,BRANCA
446868,NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA, 27.590.241/0002-75,RUA CEL FRANCISCO REMIGIO,455,,CENTRO,62930-000,GASOLINA,17/06/2024,"6,15",,R$ / litro,VIBRA
446869,NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA, 27.590.241/0002-75,RUA CEL FRANCISCO REMIGIO,455,,CENTRO,62930-000,GASOLINA ADITIVADA,17/06/2024,"6,15",,R$ / litro,VIBRA
446870,NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA, 27.590.241/0002-75,RUA CEL FRANCISCO REMIGIO,455,,CENTRO,62930-000,DIESEL S10,17/06/2024,"5,99",,R$ / litro,VIBRA
446871,NE,CE,LIMOEIRO DO NORTE,IMPERIAL COMERCIO E TRANSPORTE DE COMBUSTIVEL LTDA, 27.590.241/0002-75,RUA CEL FRANCISCO REMIGIO,455,,CENTRO,62930-000,ETANOL,17/06/2024,"4,79",,R$ / litro,VIBRA
446994,NE,CE,CRATEUS,L G OLIVEIRA, 41.405.226/0001-50,AVENIDA EDILBERTO FROTA,1452,,FATIMA II,63702-030,GASOLINA,18/06/2024,"6,14",,R$ / litro,SP
446995,NE,CE,CRATEUS,L G OLIVEIRA, 41.405.226/0001-50,AVENIDA EDILBERTO FROTA,1452,,FATIMA II,63702-030,GASOLINA ADITIVADA,18/06/2024,"6,19",,R$ / litro,SP
446996,NE,CE,CRATEUS,L G OLIVEIRA, 41.405.226/0001-50,AVENIDA EDILBERTO FROTA,1452,,FATIMA II,63702-030,DIESEL S10,18/06/2024,"6,38",,R$ / litro,SP
446997,NE,CE,CRATEUS,L G OLIVEIRA, 41.405.226/0001-50,AVENIDA EDILBERTO FROTA,1452,,FATIMA II,63702-030,ETANOL,18/06/2024,"4,99",,R$ / litro,SP
446998,NE,CE,CRATO,AUTO POSTO DO ARARIPE LIMITADA, 06.191.384/0001-53,AVENIDA TEODORICO TELES,461,,CENTRO,63100-160,GASOLINA,18/06/2024,"6,29",,R$ / litro,VIBRA
446999,NE,CE,CRATO,AUTO POSTO DO ARARIPE LIMITADA, 06.191.384/0001-53,AVENIDA TEODORICO TELES,461,,CENTRO,63100-160,GASOLINA ADITIVADA,18/06/2024,"6,39",,R$ / litro,VIBRA
447000,NE,CE,CRATO,AUTO POSTO DO ARARIPE LIMITADA, 06.191.384/0001-53,AVENIDA TEODORICO TELES,461,,CENTRO,63100-160,DIESEL S10,18/06/2024,"6,09",,R$ / litro,VIBRA
447001,NE,CE,CRATO,AUTO POSTO DO ARARIPE LIMITADA, 06.191.384/0001-53,AVENIDA TEODORICO TELES,461,,CENTRO,63100-160,ETANOL,18/06/2024,"4,99",,R$ / litro,VIBRA
447002,NE,CE,CRATO,PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA., 06.046.590/0001-70,AVENIDA PADRE CICERO,995,,SAO MIGUEL,63122-445,GASOLINA,18/06/2024,"6,1",,R$ / litro,BRANCA
447003,NE,CE,CRATO,PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA., 06.046.590/0001-70,AVENIDA PADRE CICERO,995,,SAO MIGUEL,63122-445,GASOLINA ADITIVADA,18/06/2024,"6,1",,R$ / litro,BRANCA
447004,NE,CE,CRATO,PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA., 06.046.590/0001-70,AVENIDA PADRE CICERO,995,,SAO MIGUEL,63122-445,DIESEL,18/06/2024,"5,9",,R$ / litro,BRANCA
447005,NE,CE,CRATO,PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA., 06.046.590/0001-70,AVENIDA PADRE CICERO,995,,SAO MIGUEL,63122-445,DIESEL S10,18/06/2024,"6,08",,R$ / litro,BRANCA
447006,NE,CE,CRATO,PALACIO COMERCIAL DE DERIVADOS DE PETROLEO LTDA., 06.046.590/0001-70,AVENIDA PADRE CICERO,995,,SAO MIGUEL,63122-445,ETANOL,18/06/2024,"4,79",,R$ / litro,BRANCA
447007,NE,CE,QUIXADA,CIRO GOMES MAGALHAES, 41.424.276/0003-46,RODOVIA CE   456  KM  01,S/N,SITIO  ITAJUBA,ZONA  URBANA,63900-002,GASOLINA,18/06/2024,"6,43",,R$ / litro,RAIZEN
447008,NE,CE,QUIXADA,CIRO GOMES MAGALHAES, 41.424.276/0003-46,RODOVIA CE   456  KM  01,S/N,SITIO  ITAJUBA,ZONA  URBANA,63900-002,GASOLINA ADITIVADA,18/06/2024,"6,53",,R$ / litro,RAIZEN
